PS C:\Users\abigo\Downloads> python trofeo_sniffer.py --live --filter 1

 ╔══════════════════════════════════════════════════╗
 ║  Trofeo LCD USB Protocol Analyzer               ║
 ║  github.com/Abigor-DIY/Open-Trofeo-LCD          ║
 ╚══════════════════════════════════════════════════╝

 USBPcapCMD: C:\Program Files\USBPcap\USBPcapCMD.exe
 Device:     \\.\USBPcap1
 Temp file:  C:\Users\abigo\AppData\Local\Temp\trofeo_live_19808.pcap
 Press Ctrl+C to stop capture and show summary.

 ✓ USBPcapCMD running (PID 24136)
 ✓ Capture started — interact with TRCC now!
     Change themes, load images, wait a few seconds between actions.
     Press Ctrl+C when done.

   Capturing... 289.1 MB

 Stopping capture...
 Analyzing capture (289.1 MB)...

     60.759s   FRAME  #486  1920×462 320,272B/310,256B 79ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     60.914s   FRAME  #487  1920×462 320,272B/310,256B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     61.083s   FRAME  #488  1920×462 320,272B/310,256B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     61.238s   FRAME  #489  1920×462 320,272B/310,256B 79ch buf=0(!=1) b9=0x72 26ms (6.4 FPS)
     61.407s   FRAME  #490  1920×462 320,272B/310,256B 79ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     61.561s   FRAME  #491  1920×462 320,272B/309,636B 79ch buf=0 b9=0x71 27ms (6.5 FPS)
     61.731s   FRAME  #492  1920×462 320,272B/309,636B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     61.886s   FRAME  #493  1920×462 320,272B/309,636B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     62.056s   FRAME  #494  1920×462 320,272B/309,636B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     62.241s   FRAME  #495  1920×462 320,272B/309,636B 79ch buf=0(!=1) b9=0x71 26ms (5.4 FPS)
     62.411s   FRAME  #496  1920×462 320,272B/309,636B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     62.566s   FRAME  #497  1920×462 320,272B/309,636B 79ch buf=0 b9=0x71 26ms (6.4 FPS)
     62.720s   FRAME  #498  1920×462 320,272B/310,146B 79ch buf=0(!=1) b9=0x72 27ms (6.5 FPS)
     62.874s   FRAME  #499  1920×462 320,272B/310,146B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     63.044s   FRAME  #500  1920×462 320,272B/310,146B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     63.199s   FRAME  #501  1920×462 320,272B/310,146B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     63.369s   FRAME  #502  1920×462 320,272B/310,146B 79ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     63.508s   FRAME  #503  1920×462 320,272B/310,146B 79ch buf=0 b9=0x72 26ms (7.2 FPS)
     63.677s   FRAME  #504  1920×462 320,272B/309,636B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     63.832s   FRAME  #505  1920×462 320,272B/309,636B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     63.985s   FRAME  #506  1920×462 320,272B/309,636B 79ch buf=0 b9=0x71 27ms (6.5 FPS)
     64.155s   FRAME  #507  1920×462 320,272B/309,636B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     64.325s   FRAME  #508  1920×462 283,552B/309,636B 70ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     64.479s   FRAME  #509  1920×462 279,472B/309,636B 69ch buf=0 b9=0x71 26ms (6.5 FPS)
     64.649s   FRAME  #510  1920×462 295,792B/309,636B 73ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     64.819s   FRAME  #511  1920×462 303,952B/309,636B 75ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     64.973s   FRAME  #512  1920×462 308,032B/309,636B 76ch buf=0 b9=0x71 27ms (6.5 FPS)
     65.128s   FRAME  #513  1920×462 291,712B/309,636B 72ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     65.298s   FRAME  #514  1920×462 271,312B/309,636B 67ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     65.451s   FRAME  #515  1920×462 230,512B/309,636B 57ch buf=0 b9=0x71 26ms (6.5 FPS)
     65.621s   FRAME  #516  1920×462 303,952B/309,636B 75ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     65.790s   FRAME  #517  1920×462 312,112B/310,146B 77ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     65.959s   FRAME  #518  1920×462 320,272B/310,146B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     66.114s   FRAME  #519  1920×462 279,472B/310,146B 69ch buf=0(!=1) b9=0x72 27ms (6.5 FPS)
     66.284s   FRAME  #520  1920×462 295,792B/310,146B 73ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     66.453s   FRAME  #521  1920×462 275,392B/310,146B 68ch buf=0 b9=0x72 26ms (5.9 FPS)
     66.638s   FRAME  #522  1920×462 303,952B/310,146B 75ch buf=0(!=1) b9=0x72 27ms (5.4 FPS)
     66.792s   FRAME  #523  1920×462 275,392B/310,146B 68ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     66.962s   FRAME  #524  1920×462 299,872B/310,146B 74ch buf=0 b9=0x72 27ms (5.9 FPS)
     67.132s   FRAME  #525  1920×462 320,272B/310,146B 79ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     67.286s   FRAME  #526  1920×462 320,272B/310,146B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     67.440s   FRAME  #527  1920×462 320,272B/310,146B 79ch buf=0 b9=0x72 26ms (6.5 FPS)
     67.594s   FRAME  #528  1920×462 320,272B/310,146B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     67.749s   FRAME  #529  1920×462 320,272B/310,146B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     67.950s   FRAME  #530  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 27ms (5.0 FPS)
     68.120s   FRAME  #531  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     68.290s   FRAME  #532  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     68.445s   FRAME  #533  1920×462 263,152B/309,918B 65ch buf=0 b9=0x71 26ms (6.5 FPS)
     68.599s   FRAME  #534  1920×462 275,392B/309,918B 68ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     68.769s   FRAME  #535  1920×462 279,472B/309,918B 69ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     68.954s   FRAME  #536  1920×462 259,072B/309,918B 64ch buf=0 b9=0x71 27ms (5.4 FPS)
     69.109s   FRAME  #537  1920×462 299,872B/309,918B 74ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     69.263s   FRAME  #538  1920×462 177,472B/309,918B 44ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     69.432s   FRAME  #539  1920×462 299,872B/309,918B 74ch buf=0 b9=0x71 26ms (5.9 FPS)
     69.602s   FRAME  #540  1920×462 308,032B/309,918B 76ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     69.772s   FRAME  #541  1920×462 214,192B/309,918B 53ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     69.943s   FRAME  #542  1920×462 283,552B/309,918B 70ch buf=0 b9=0x71 26ms (5.9 FPS)
     70.097s   FRAME  #543  1920×462 295,792B/309,918B 73ch buf=0(!=1) b9=0x71 27ms (6.5 FPS)
     70.267s   FRAME  #544  1920×462 283,552B/309,918B 70ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     70.437s   FRAME  #545  1920×462 126,480B/309,918B 31ch buf=0 b9=0x71 10ms (5.9 FPS)
     70.592s   FRAME  #546  1920×462 128,512B/309,918B 32ch buf=0(!=1) b9=0x71 27ms (6.5 FPS)
     70.761s   FRAME  #547  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     71.102s   FRAME  #549  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     71.272s   FRAME  #550  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 27ms (5.9 FPS)
     71.442s   FRAME  #551  1920×462 230,512B/309,918B 57ch buf=0 b9=0x71 27ms (5.9 FPS)
     71.596s   FRAME  #552  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     71.920s   FRAME  #554  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     72.260s   FRAME  #556  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     72.429s   FRAME  #557  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     72.599s   FRAME  #558  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     72.769s   FRAME  #559  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 27ms (5.9 FPS)
     73.093s   FRAME  #561  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     73.248s   FRAME  #562  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     73.588s   FRAME  #564  1920×462 275,392B/309,699B 68ch buf=0(!=1) b9=0x71 26ms (5.4 FPS)
     73.743s   FRAME  #565  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     73.913s   FRAME  #566  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     74.067s   FRAME  #567  1920×462 295,792B/309,699B 73ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     74.236s   FRAME  #568  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     74.391s   FRAME  #569  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (6.5 FPS)
     74.545s   FRAME  #570  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     74.699s   FRAME  #571  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     74.883s   FRAME  #572  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (5.4 FPS)
     75.038s   FRAME  #573  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 27ms (6.4 FPS)
     75.208s   FRAME  #574  1920×462 201,952B/310,005B 50ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     75.362s   FRAME  #575  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (6.5 FPS)
     75.517s   FRAME  #576  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     75.671s   FRAME  #577  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     75.841s   FRAME  #578  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     76.010s   FRAME  #579  1920×462 177,472B/310,005B 44ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     76.181s   FRAME  #580  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     76.351s   FRAME  #581  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     76.505s   FRAME  #582  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     76.660s   FRAME  #583  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (6.4 FPS)
     76.814s   FRAME  #584  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (6.5 FPS)
     77.139s   FRAME  #586  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     77.309s   FRAME  #587  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 27ms (5.9 FPS)
     77.479s   FRAME  #588  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     77.617s   FRAME  #589  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (7.2 FPS)
     77.786s   FRAME  #590  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     77.956s   FRAME  #591  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     78.126s   FRAME  #592  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     78.296s   FRAME  #593  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (5.9 FPS)
     78.482s   FRAME  #594  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.4 FPS)
     78.636s   FRAME  #595  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     78.790s   FRAME  #596  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 26ms (6.5 FPS)
     78.959s   FRAME  #597  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     79.114s   FRAME  #598  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     79.268s   FRAME  #599  1920×462 316,192B/309,699B 78ch buf=0 b9=0x71 26ms (6.5 FPS)
     79.438s   FRAME  #600  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     79.607s   FRAME  #601  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 27ms (5.9 FPS)
     79.777s   FRAME  #602  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 27ms (5.9 FPS)
     79.947s   FRAME  #603  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     80.102s   FRAME  #604  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     80.256s   FRAME  #605  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 27ms (6.5 FPS)
     80.410s   FRAME  #606  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     80.564s   FRAME  #607  1920×462 112,192B/309,699B 28ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     80.719s   FRAME  #608  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 26ms (6.5 FPS)
     80.872s   FRAME  #609  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     81.043s   FRAME  #610  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     81.213s   FRAME  #611  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     81.368s   FRAME  #612  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     81.538s   FRAME  #613  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     81.848s   FRAME  #615  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     82.017s   FRAME  #616  1920×462 318,240B/308,017B 78ch buf=0(!=2) b9=0x6e 26ms (5.9 FPS)
     82.171s   FRAME  #617  1920×462 318,240B/308,017B 78ch buf=0 b9=0x6e 26ms (6.5 FPS)
     82.325s   FRAME  #618  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     82.479s   FRAME  #619  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     82.665s   FRAME  #620  1920×462 318,240B/308,231B 78ch buf=0 b9=0x6e 26ms (5.4 FPS)
     82.834s   FRAME  #621  1920×462 318,240B/308,231B 78ch buf=0(!=1) b9=0x6e 26ms (5.9 FPS)
     83.004s   FRAME  #622  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     83.159s   FRAME  #623  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (6.4 FPS)
     83.314s   FRAME  #624  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (6.4 FPS)
     83.482s   FRAME  #625  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     83.652s   FRAME  #626  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     83.822s   FRAME  #627  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     83.975s   FRAME  #628  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     84.129s   FRAME  #629  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (6.5 FPS)
     84.299s   FRAME  #630  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     84.454s   FRAME  #631  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     84.625s   FRAME  #632  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     84.795s   FRAME  #633  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     84.950s   FRAME  #634  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 27ms (6.5 FPS)
     85.119s   FRAME  #635  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     85.273s   FRAME  #636  1920×462 320,272B/309,918B 79ch buf=0(!=1) b9=0x71 26ms (6.5 FPS)
     85.443s   FRAME  #637  1920×462 320,272B/309,918B 79ch buf=0(!=2) b9=0x71 26ms (5.9 FPS)
     85.613s   FRAME  #638  1920×462 320,272B/309,918B 79ch buf=0 b9=0x71 26ms (5.9 FPS)
     85.783s   FRAME  #639  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     85.938s   FRAME  #640  1920×462 308,032B/309,699B 76ch buf=0(!=2) b9=0x71 26ms (6.5 FPS)
     86.093s   FRAME  #641  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 26ms (6.5 FPS)
     86.262s   FRAME  #642  1920×462 320,272B/309,699B 79ch buf=0(!=1) b9=0x71 26ms (5.9 FPS)
     86.432s   FRAME  #643  1920×462 320,272B/309,699B 79ch buf=0(!=2) b9=0x71 27ms (5.9 FPS)
     86.587s   FRAME  #644  1920×462 320,272B/309,699B 79ch buf=0 b9=0x71 26ms (6.5 FPS)
     86.757s   FRAME  #645  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     86.926s   FRAME  #646  1920×462 316,192B/306,962B 78ch buf=0(!=2) b9=0x6b 26ms (5.9 FPS)
     87.095s   FRAME  #647  1920×462 316,192B/306,962B 78ch buf=0 b9=0x6b 26ms (5.9 FPS)
     87.265s   FRAME  #648  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (5.9 FPS)
     87.419s   FRAME  #649  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     87.574s   FRAME  #650  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (6.5 FPS)
     87.728s   FRAME  #651  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     87.929s   FRAME  #652  1920×462 316,192B/306,423B 78ch buf=0(!=2) b9=0x6a 26ms (5.0 FPS)
     88.099s   FRAME  #653  1920×462 316,192B/306,423B 78ch buf=0 b9=0x6a 26ms (5.9 FPS)
     88.253s   FRAME  #654  1920×462 320,272B/310,005B 79ch buf=0(!=1) b9=0x72 26ms (6.5 FPS)
     88.407s   FRAME  #655  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (6.5 FPS)
     88.577s   FRAME  #656  1920×462 316,192B/305,553B 78ch buf=0 b9=0x69 26ms (5.9 FPS)
     88.731s   FRAME  #657  1920×462 316,192B/305,553B 78ch buf=0(!=1) b9=0x69 26ms (6.5 FPS)
     88.900s   FRAME  #658  1920×462 320,272B/310,005B 79ch buf=0(!=2) b9=0x72 26ms (5.9 FPS)
     89.085s   FRAME  #659  1920×462 320,272B/310,005B 79ch buf=0 b9=0x72 26ms (5.4 FPS)
     89.255s   FRAME  #660  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     89.410s   FRAME  #661  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     89.564s   FRAME  #662  1920×462 273,360B/297,236B 67ch buf=0 b9=0x58 25ms (6.5 FPS)
     89.719s   FRAME  #663  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     89.873s   FRAME  #664  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     90.058s   FRAME  #665  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.4 FPS)
     90.228s   FRAME  #666  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     90.397s   FRAME  #667  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     90.552s   FRAME  #668  1920×462 277,440B/297,236B 68ch buf=0 b9=0x58 25ms (6.5 FPS)
     90.706s   FRAME  #669  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     90.860s   FRAME  #670  1920×462 159,120B/297,236B 39ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     91.029s   FRAME  #671  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.9 FPS)
     91.184s   FRAME  #672  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     91.338s   FRAME  #673  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     91.524s   FRAME  #674  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.4 FPS)
     91.694s   FRAME  #675  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     92.035s   FRAME  #677  1920×462 212,160B/297,236B 52ch buf=0 b9=0x58 25ms (5.4 FPS)
     92.205s   FRAME  #678  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     92.374s   FRAME  #679  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     92.529s   FRAME  #680  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     92.684s   FRAME  #681  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     92.853s   FRAME  #682  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     93.038s   FRAME  #683  1920×462 155,040B/297,236B 38ch buf=0 b9=0x58 25ms (5.4 FPS)
     93.177s   FRAME  #684  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (7.2 FPS)
     93.377s   FRAME  #685  1920×462 77,520B/297,236B 19ch buf=0(!=2) b9=0x58 25ms (5.0 FPS)
     93.532s   FRAME  #686  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     93.839s   FRAME  #688  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     94.178s   FRAME  #690  1920×462 277,440B/297,236B 68ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     94.517s   FRAME  #692  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.9 FPS)
     94.671s   FRAME  #693  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     94.841s   FRAME  #694  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     94.995s   FRAME  #695  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     95.149s   FRAME  #696  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     95.319s   FRAME  #697  1920×462 297,840B/297,236B 73ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     95.473s   FRAME  #698  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     95.627s   FRAME  #699  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     95.781s   FRAME  #700  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     95.934s   FRAME  #701  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     96.103s   FRAME  #702  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     96.258s   FRAME  #703  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     96.428s   FRAME  #704  1920×462 261,120B/297,236B 64ch buf=0 b9=0x58 25ms (5.9 FPS)
     96.598s   FRAME  #705  1920×462 142,800B/297,236B 35ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     96.754s   FRAME  #706  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.4 FPS)
     96.907s   FRAME  #707  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     97.062s   FRAME  #708  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     97.216s   FRAME  #709  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     97.370s   FRAME  #710  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     97.540s   FRAME  #711  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     97.879s   FRAME  #713  1920×462 167,280B/297,236B 41ch buf=0 b9=0x58 25ms (5.9 FPS)
     98.034s   FRAME  #714  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     98.203s   FRAME  #715  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     98.373s   FRAME  #716  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.9 FPS)
     98.542s   FRAME  #717  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
     98.712s   FRAME  #718  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (5.9 FPS)
     98.881s   FRAME  #719  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.9 FPS)
     99.035s   FRAME  #720  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (6.5 FPS)
     99.359s   FRAME  #722  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (6.5 FPS)
     99.544s   FRAME  #723  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.4 FPS)
     99.699s   FRAME  #724  1920×462 306,000B/297,236B 75ch buf=0(!=2) b9=0x58 25ms (6.5 FPS)
     99.868s   FRAME  #725  1920×462 306,000B/297,236B 75ch buf=0 b9=0x58 25ms (5.9 FPS)
    100.038s   FRAME  #726  1920×462 306,000B/297,236B 75ch buf=0(!=1) b9=0x58 25ms (5.9 FPS)
